File Name,Full File Path,Photo Type,Date Created,Date Modified,Date Taken,File Extension,File Size,Dimensions,Folder/Album Name,Camera Model/Settings,Location/GPS Data
1990s_December_Christmas_0017_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1990s_December_Christmas/1990s_December_Christmas_0017_a.jpg,Enhanced,2025-02-26 22:36:48,2024-11-26 18:11:25,,.jpg,4776719,3540x2408,1990s_December_Christmas,,
1990s_December_Christmas_0018.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1990s_December_Christmas/1990s_December_Christmas_0018.jpg,Original,2025-02-26 22:36:48,2024-11-26 18:11:27,,.jpg,3773655,3532x2400,1990s_December_Christmas,,
1990s_December_Christmas_0018_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1990s_December_Christmas/1990s_December_Christmas_0018_a.jpg,Enhanced,2025-02-26 22:36:48,2024-11-26 18:11:27,,.jpg,5340536,3532x2400,1990s_December_Christmas,,
1990s_December_Christmas_0019.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1990s_December_Christmas/1990s_December_Christmas_0019.jpg,Original,2025-02-26 22:36:48,2024-11-26 18:11:28,,.jpg,4096038,3532x2408,1990s_December_Christmas,,
1990s_December_Christmas_0019_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1990s_December_Christmas/1990s_December_Christmas_0019_a.jpg,Enhanced,2025-02-26 22:36:48,2024-11-26 18:11:28,,.jpg,6152620,3532x2408,1990s_December_Christmas,,
1990s_December_Christmas_0020.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1990s_December_Christmas/1990s_December_Christmas_0020.jpg,Original,2025-02-26 22:36:48,2024-11-26 18:11:29,,.jpg,4164783,3532x2408,1990s_December_Christmas,,
1990s_December_Christmas_0020_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1990s_December_Christmas/1990s_December_Christmas_0020_a.jpg,Enhanced,2025-02-26 22:36:48,2024-11-26 18:11:30,,.jpg,5963214,3532x2408,1990s_December_Christmas,,
1990s_December_Christmas_0021.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1990s_December_Christmas/1990s_December_Christmas_0021.jpg,Original,2025-02-26 22:36:48,2024-11-26 18:11:31,,.jpg,4222704,3548x2400,1990s_December_Christmas,,
1990s_December_Christmas_0021_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1990s_December_Christmas/1990s_December_Christmas_0021_a.jpg,Enhanced,2025-02-26 22:36:48,2024-11-26 18:11:31,,.jpg,6294055,3548x2400,1990s_December_Christmas,,
1994_0001.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0001.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:16,,.jpg,3731591,3540x2408,1994,,
1994_0001_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0001_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:16,,.jpg,5603430,3540x2408,1994,,
1994_0002.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0002.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:18,,.jpg,3722460,3532x2392,1994,,
1994_0002_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0002_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:18,,.jpg,4821116,3532x2392,1994,,
1994_0003.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0003.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:19,,.jpg,3620679,3532x2408,1994,,
1994_0003_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0003_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:19,,.jpg,4946961,3532x2408,1994,,
1994_0004.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0004.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:20,,.jpg,3773143,3532x2408,1994,,
1994_0004_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0004_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:20,,.jpg,5134737,3532x2408,1994,,
1994_0005.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0005.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:21,,.jpg,3711250,3540x2400,1994,,
1994_0005_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0005_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:21,,.jpg,5867800,3540x2400,1994,,
1994_0006.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0006.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:23,,.jpg,3381465,3540x2408,1994,,
1994_0006_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0006_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:23,,.jpg,5914348,3540x2408,1994,,
1994_0007.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0007.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:24,,.jpg,3861679,3524x2408,1994,,
1994_0007_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0007_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:24,,.jpg,6117243,3524x2408,1994,,
1994_0008.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0008.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:25,,.jpg,3642868,3540x2408,1994,,
1994_0008_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0008_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:25,,.jpg,5419433,3540x2408,1994,,
1994_0009.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0009.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:26,,.jpg,3755709,3540x2400,1994,,
1994_0009_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0009_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:26,,.jpg,5614060,3540x2400,1994,,
1994_0010.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0010.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:28,,.jpg,3693181,3540x2400,1994,,
1994_0010_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0010_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:28,,.jpg,4736168,3540x2400,1994,,
1994_0011.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0011.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:29,,.jpg,3713964,3540x2400,1994,,
1994_0011_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0011_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:29,,.jpg,4772924,3540x2400,1994,,
1994_0012.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0012.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:30,,.jpg,3726863,3540x2408,1994,,
1994_0012_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0012_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:30,,.jpg,4751630,3540x2408,1994,,
1994_0013.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0013.jpg,Original,2025-02-26 22:36:21,2024-11-29 10:05:32,,.jpg,3363574,3548x2408,1994,,
1994_0013_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1994/1994_0013_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-29 10:05:32,,.jpg,5738550,3548x2408,1994,,
1995_0001.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0001.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:13,,.jpg,3631379,3508x2400,1995,,
1995_0001_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0001_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:13,,.jpg,5610617,3508x2400,1995,,
1995_0002.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0002.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:14,,.jpg,3953615,3524x2400,1995,,
1995_0002_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0002_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:14,,.jpg,5253389,3524x2400,1995,,
1995_0003.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0003.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:15,,.jpg,3733160,3516x2400,1995,,
1995_0003_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0003_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:15,,.jpg,5845864,3516x2400,1995,,
1995_0004.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0004.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:16,,.jpg,3668619,3508x2392,1995,,
1995_0004_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0004_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:16,,.jpg,5330945,3508x2392,1995,,
1995_0005.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0005.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:18,,.jpg,3460358,3516x2408,1995,,
1995_0005_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0005_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:18,,.jpg,4513906,3516x2408,1995,,
1995_0006.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0006.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:19,,.jpg,3838713,3516x2400,1995,,
1995_0006_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0006_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:19,,.jpg,5894231,3516x2400,1995,,
1995_0007.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0007.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:20,,.jpg,3791580,3508x2408,1995,,
1995_0007_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0007_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:20,,.jpg,4821022,3508x2408,1995,,
1995_0008.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0008.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:22,,.jpg,3653075,3508x2400,1995,,
1995_0008_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0008_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:22,,.jpg,4505853,3508x2400,1995,,
1995_0009.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0009.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:23,,.jpg,3685650,3508x2400,1995,,
1995_0009_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0009_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:23,,.jpg,5289693,3508x2400,1995,,
1995_0010.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0010.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:24,,.jpg,3629968,3516x2400,1995,,
1995_0010_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0010_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:24,,.jpg,4641112,3516x2400,1995,,
1995_0011.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0011.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:26,,.jpg,3999398,3516x2400,1995,,
1995_0011_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0011_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:26,,.jpg,6054599,3516x2400,1995,,
1995_0012.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0012.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:27,,.jpg,4007188,3508x2408,1995,,
1995_0012_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0012_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:27,,.jpg,4946886,3508x2408,1995,,
1995_0013.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0013.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:29,,.jpg,4039175,3508x2400,1995,,
1995_0013_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0013_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:29,,.jpg,5059906,3508x2400,1995,,
1995_0014.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0014.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:30,,.jpg,4254571,3500x2400,1995,,
1995_0014_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0014_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:30,,.jpg,6245334,3500x2400,1995,,
1995_0015.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0015.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:31,,.jpg,4005342,3556x2400,1995,,
1995_0015_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0015_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:31,,.jpg,4713002,3556x2400,1995,,
1995_0016.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0016.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:33,,.jpg,3846118,3516x2408,1995,,
1995_0016_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0016_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:33,,.jpg,4551902,3516x2408,1995,,
1995_0017.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0017.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:34,,.jpg,3906318,3540x2408,1995,,
1995_0017_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0017_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:34,,.jpg,5623743,3540x2408,1995,,
1995_0018.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0018.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:36,,.jpg,3756385,3516x2392,1995,,
1995_0018_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0018_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:36,,.jpg,6091779,3516x2392,1995,,
1995_0019.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0019.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:37,,.jpg,3747849,3524x2392,1995,,
1995_0019_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0019_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:37,,.jpg,5590065,3524x2392,1995,,
1995_0020.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0020.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:38,,.jpg,3846363,3484x2400,1995,,
1995_0020_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0020_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:38,,.jpg,5736045,3484x2400,1995,,
1995_0021.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0021.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:40,,.jpg,3927106,3508x2400,1995,,
1995_0021_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0021_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:40,,.jpg,4941926,3508x2400,1995,,
1995_0022.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0022.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:41,,.jpg,4160098,3508x2400,1995,,
1995_0022_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0022_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:41,,.jpg,5755367,3508x2400,1995,,
1995_0023.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0023.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:42,,.jpg,4126162,3500x2400,1995,,
1995_0023_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0023_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:43,,.jpg,5581335,3500x2400,1995,,
1995_0024.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0024.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:44,,.jpg,4037542,3508x2392,1995,,
1995_0024_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0024_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:44,,.jpg,5995750,3508x2392,1995,,
1995_0025.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0025.jpg,Original,2025-02-26 22:36:21,2024-11-28 19:56:45,,.jpg,3774870,3508x2408,1995,,
1995_0025_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995/1995_0025_a.jpg,Enhanced,2025-02-26 22:36:21,2024-11-28 19:56:45,,.jpg,5624686,3508x2408,1995,,
1995_June_0001.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995_June/1995_June_0001.jpg,Original,2025-02-26 22:36:42,2024-11-28 19:41:04,,.jpg,3635674,3540x2400,1995_June,,
1995_June_0001_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995_June/1995_June_0001_a.jpg,Enhanced,2025-02-26 22:36:44,2024-11-28 19:41:04,,.jpg,5882090,3540x2400,1995_June,,
1995_June_0002.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995_June/1995_June_0002.jpg,Original,2025-02-26 22:36:42,2024-11-28 19:41:05,,.jpg,3842657,3548x2400,1995_June,,
1995_June_0002_a.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995_June/1995_June_0002_a.jpg,Enhanced,2025-02-26 22:36:43,2024-11-28 19:41:05,,.jpg,5975225,3548x2400,1995_June,,
1995_June_0003.jpg,/Users/bryceharmon/Desktop/Family Photos copy/1995_June/1995_June_0003.jpg,Original,2025-02-26 22:36:42,2024-11-28 19:41:07,,.jpg,3909085,3532x2400,1995_June,,
